Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,Daily_Return,Cumulative_Return
2023-01-03,128.3437644584535,128.9545451464431,122.32457128587431,123.21119689941406,112117500,,,,
2023-01-04,125.00416235162118,126.7478608503369,123.22106494631889,124.48204040527344,89113600,,,0.01031435078823928,1.0103143507882393
2023-01-05,125.24057541769616,125.87106305679183,122.90580346279697,123.16193389892578,80962700,,,-0.010604794892900338,0.9996001743207762
2023-01-06,124.13723200436364,128.3536136037993,123.03387482286254,127.69357299804688,87754700,,,0.03679415348284509,1.0363796165562136
2023-01-09,128.530949601707,131.4272575812406,127.95956778658704,128.2156982421875,70790800,,,0.004088892117918963,1.040617261001522
2023-01-10,128.32406282244906,129.30920076375085,126.21586822934367,128.78707885742188,63896200,,,0.004456401385071418,1.0452546692047784
2023-01-11,129.29935853420528,131.52576493439358,128.52110615216108,131.50607299804688,69458900,,,0.021112320931163886,1.0673224212358272
2023-01-12,131.89027740511193,132.26461961526783,129.48653833184324,131.42726135253906,71379600,,,-0.0005993004255323564,1.0666827744546004
2023-01-13,130.0677943507176,132.91484312570734,129.7032980297447,132.75721740722656,57809700,,,0.010119331720076286,1.0774768912893977
2023-01-17,132.82617382563913,135.24960517017936,132.13658015166487,133.919677734375,63646600,,,0.008756287227553505,1.0869115884305791
2023-01-18,134.78658853017248,136.5499789381121,133.02318309021993,133.2005157470703,69672800,,,-0.0053700994467080765,1.0810747651109274
2023-01-19,132.08732673527206,134.22507474572916,131.7819363097804,133.2596435546875,58280400,,,0.0004439007408159057,1.0815546550000374
2023-01-20,133.26946486486585,135.9687483442848,132.22522101014553,135.8209686279297,80223600,,,0.019220560740814685,1.1023427419409766
2023-01-23,136.06724948686616,141.18997887668803,135.85051793428082,139.0128173828125,81760300,,,0.02350041224950039,1.128248250816834
2023-01-24,138.22470516633354,141.03235437334166,138.21485919822922,140.41171264648438,66435100,,,0.010063066773329243,1.1396018883016958
2023-01-25,138.79610855058309,140.31321463501226,136.74701946562928,139.75169372558594,65799300,,,-0.004700597325240086,1.1342450787137064
2023-01-26,141.04216734379196,142.10611789862443,139.79103821468215,141.8204345703125,54105100,,,0.014802975116628758,1.151035280390064
2023-01-27,141.03234821855804,145.04185173584784,140.95353538112576,143.76116943359375,70555800,,,0.013684451533104491,1.1667865668974553
2023-01-30,142.80561778514152,143.38684562469143,140.72697590646771,140.87474060058594,64015300,,,-0.02007794486077208,1.1433598905429987
2023-01-31,140.57918779657314,142.19481349464007,140.16543164570373,142.1455535888672,65874500,133.76105003356935,,0.009020871895582205,1.153673993646134
2023-02-01,141.83032262446247,144.43108640849707,139.21971287170524,143.26861572265625,77663600,134.76392097473143,,0.007900789756936977,1.1627889293179778
2023-02-02,146.6870585876551,148.93317227622254,145.96791197621397,148.5785369873047,118339000,135.968745803833,,0.037062696794164296,1.205885022840901
2023-02-03,145.82996797468513,155.04101372137666,145.6329433931969,152.2038116455078,154357300,137.42083969116212,,0.024399719715323842,1.235308279407126
2023-02-06,150.30250288074524,150.82462478693864,148.53909754834626,149.4749755859375,69858300,138.50990982055663,,-0.017928828654606543,1.2131606489300188
2023-02-07,148.4011799958932,152.9229595728958,148.4011799958932,152.35157775878906,83322600,139.71670379638672,,0.01924470742728257,1.2365075706809694
2023-02-08,151.59304759782992,152.28264122485135,148.92331687434466,149.66217041015625,64120100,140.76045837402344,,-0.017652638641464047,1.2146799493583036
2023-02-09,151.49451696275133,152.0363458567265,148.18445275739066,148.6277618408203,56007100,141.6165428161621,,-0.00691162346838281,1.2062845389137447
2023-02-10,147.46354505272012,149.31842209117474,147.226745512614,148.99282836914062,57450700,142.49482116699218,,0.0024562472299844984,1.2092474719710247
2023-02-13,148.93359032508786,152.19937257308402,148.90399227277663,151.79486083984375,62199000,143.44670333862305,,0.01880649224109554,1.2319891751702121
2023-02-14,150.0879588919917,151.71592703699005,148.84479553532418,151.15353393554688,61707600,144.30839614868165,,-0.00422495795146538,1.2267840727084574
2023-02-15,151.06476513520522,153.4228390365263,150.83784167870803,153.25511169433594,65573800,145.3111259460449,,0.0139035965886527,1.2438407835567802
2023-02-16,151.4594283283723,154.24176636818623,151.3015770289575,151.65676879882812,68167900,146.23098220825196,,-0.010429295818175865,1.2308684000743548
2023-02-17,150.314927401964,150.95623873407766,148.83496427712012,150.5122528076172,59144100,146.96554641723634,,-0.0075467517887654045,1.2215793417743588
2023-02-21,148.1936535747809,149.27896600318738,146.42757068306315,146.4966278076172,58867200,147.33973693847656,,-0.026679721584745075,1.1889879450421428
2023-02-22,146.88139380804506,147.94696900428042,145.19424437189434,146.92086791992188,51011300,147.66519470214843,,0.0028959036030631324,1.1924311395161888
2023-02-23,148.08508220881998,148.33174268890195,145.2731617688621,147.404296875,48394200,148.04782485961914,,0.0032904036160581462,1.1963547192495532
2023-02-24,145.1449254913303,145.22385866894857,143.77349352201168,144.75027465820312,55469600,148.19431686401367,,-0.018005053265492732,1.1748142888050415
2023-02-27,145.73692063205627,147.1774097603546,145.48038403430326,145.94410705566406,44998500,148.3034637451172,,0.0082475311378849,1.184503606233193
2023-02-28,145.08572620470352,147.08860849628215,144.86866373473268,145.44091796875,50547000,148.5317726135254,,-0.0034478205188658295,1.1804196503949518
2023-03-01,144.86867310742886,145.26332395747403,143.07297711330398,143.3689727783203,55479000,148.59294357299805,,-0.014245957873250448,1.1636034417826682
2023-03-02,142.45137644789077,144.75025410916558,141.97777744941413,143.9609375,52238100,148.62755966186523,,0.004128959775662189,1.168407913588611
2023-03-03,146.0624926286878,149.0914911594904,145.36198515518814,149.01255798339844,70732300,148.6492607116699,,0.03509021663184453,1.2094076003907968
2023-03-06,151.7356876269036,154.21216902598104,151.41010897005816,151.77516174316406,87558000,148.62782821655273,,0.01853940229704265,1.2318292944355427
2023-03-07,151.64687511738626,151.9724687898397,149.11121296034582,149.57493591308594,56182000,148.63282623291016,,-0.014496613311480888,1.2139719414883563
2023-03-08,150.76880680073876,151.41999432910836,149.80190156632023,150.8280029296875,47204800,148.55664749145507,,0.00837751999659675,1.2241420157034824
2023-03-09,151.5087739759212,152.47567911750554,148.2232536400137,148.5784454345703,53833600,148.5024612426758,,-0.014914720419429539,1.205884279785588
2023-03-10,148.2035375357173,148.92378215572674,145.63826168901898,146.51637268066406,68572400,148.39689178466796,,-0.013878680368979435,1.1891481973044669
2023-03-13,145.83556564568843,151.09436981836478,145.72703441304543,148.4600372314453,84457100,148.3702522277832,,0.013265852240401221,1.2049232615818475
2023-03-14,149.25921331444258,151.35088971565344,148.09498288130473,150.5517120361328,73695900,148.30809478759767,,0.014089143743286403,1.2218995986139036
2023-03-15,149.1704067412566,151.20288685726504,147.9173671829065,150.9463653564453,77167900,148.29773635864257,142.74568801879883,0.002621380487641156,1.2251026623795667
2023-03-16,150.127461556798,154.3700254849667,149.6144034630521,153.76817321777344,76161100,148.32338943481446,143.35682754516603,0.018694109359074007,1.248004865526183
2023-03-17,153.99511025228628,154.64629769155513,152.21915135199143,152.92953491210938,98944600,148.38702774047852,143.92577743530273,-0.005453913434195212,1.2411983550241488
2023-03-20,152.99860710640667,155.7118730486912,152.09088307007352,155.29747009277344,73641400,148.62628860473632,144.56848815917968,0.015483831700821904,1.2604168614606797
2023-03-21,155.21854884327422,157.2707512481165,154.44895412275298,157.15235900878906,73938300,149.15907516479493,145.15766387939453,0.01194410259811396,1.2754714097703588
2023-03-22,157.17205976289748,159.97411918282307,155.70195789263863,155.72169494628906,75701800,149.59911651611327,145.70778381347657,-0.009103675385617294,1.2638599320921737
2023-03-23,156.70836691747317,159.39203464017027,155.57371946683134,156.80702209472656,67622100,150.06925277709962,146.26818267822264,0.0069696592296393245,1.2726686051328513
2023-03-24,156.73794326990517,158.19816916372028,155.74144030435596,158.109375,59196500,150.73720779418946,146.8002487182617,0.008305450150610572,1.2832386907910294
2023-03-27,157.80352453027854,158.62243920020293,155.76116835559435,156.1656951904297,52390300,151.24828720092773,147.29501739501953,-0.012293260975639875,1.2674635026710968
2023-03-28,155.85986113132142,156.37291926303735,153.89643783944095,155.54412841796875,45992200,151.75344772338866,147.75075561523437,-0.003980174850199969,1.262418776314219
2023-03-29,157.241143834068,158.8987103608656,157.22142183199622,158.62245178222656,51305700,152.516121673584,148.2448110961914,0.0197906754537589,1.2874028966029851
2023-03-30,159.37232351853436,160.29976965443572,159.1158019499735,160.1912384033203,49501700,153.32763671875,148.78462554931642,0.009890066654924423,1.3001353970621314
2023-03-31,160.270134648553,162.79593585053084,159.74721557415742,162.697265625,68749800,154.0118721008301,149.37337799072264,0.015643971834278236,1.3204746785945196
2023-04-03,162.07570339841976,164.06870961825848,162.02636828199599,163.9503173828125,56976200,154.6206298828125,149.93596496582032,0.00770173827445042,1.3306446289670937
2023-04-04,164.37457023031905,164.6113546852389,162.90446816785285,163.4175262451172,46278300,155.31275939941406,150.42405914306642,-0.0032497109258488033,1.3263204185779174
2023-04-05,162.53941454235493,162.84527116493152,159.6386845457234,161.57249450683594,51511700,155.8499839782715,150.84727478027344,-0.011290292912118916,1.3113458725568485
2023-04-06,160.2602872813979,162.75650592852264,159.83603835658786,162.46051025390625,45390100,156.5440872192383,151.30145111083985,0.005496082422820736,1.3185531375572468
2023-04-10,159.26376357061562,159.86561584472656,157.94166678976978,159.86561584472656,47716900,157.2115493774414,151.66235473632813,-0.01597246250873019,1.2974925970018452
2023-04-11,160.18136751588224,160.1912285181147,158.3659344224378,158.65206909179688,47644200,157.72115097045898,151.9601727294922,-0.007591042930134351,1.2876432749964726
2023-04-12,159.0664756179538,159.89525155138986,157.6457082720823,157.96144104003906,50133100,158.0916374206543,152.30190673828125,-0.0043530982968662535,1.2820380372491142
2023-04-13,159.47098360495934,163.58527977239888,159.26378211877287,163.34848022460938,68445600,158.7117431640625,152.72596527099608,0.034103507470565786,1.3257600310299889
2023-04-14,162.39141498863978,164.0983166124722,161.63171143290737,163.00314331054688,49386500,159.17349166870116,153.12065582275392,-0.00211411158271968,1.3229572263924816
2023-04-17,162.88472838463733,163.18072400329442,161.83889024634973,163.02285766601562,41516200,159.67815780639648,153.40954223632812,0.0001209446337557818,1.3231172309697021
